against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,classfication,experience_growth,height_m,percentage_male,pokedex_number,weight_kg
0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,390,90,Five Star Pokémon,800000,1.4,50,166,35.6
0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,250,255,String Spit Pokémon,800000,0.5,50,167,8.5
0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,250,255,String Spit Pokémon,800000,0.5,50,167,8.5
0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,250,255,String Spit Pokémon,800000,0.5,50,167,8.5
0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,400,90,Long Leg Pokémon,800000,1.1,50,168,33.5
0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,400,90,Long Leg Pokémon,800000,1.1,50,168,33.5
0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,400,90,Long Leg Pokémon,800000,1.1,50,168,33.5
0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,3840,70,535,90,Bat Pokémon,1000000,1.8,50,169,75.0
0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,3840,70,535,90,Bat Pokémon,1000000,1.8,50,169,75.0
1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,5120,70,330,190,Angler Pokémon,1250000,0.5,50,170,12.0
1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,5120,70,330,190,Angler Pokémon,1250000,0.5,50,170,12.0
1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,5120,70,330,190,Angler Pokémon,1250000,0.5,50,170,12.0
1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,5120,70,460,75,Light Pokémon,1250000,1.2,50,171,22.5
1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,5120,70,460,75,Light Pokémon,1250000,1.2,50,171,22.5
1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,5120,70,460,75,Light Pokémon,1250000,1.2,50,171,22.5
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,2560,70,205,190,Tiny Mouse Pokémon,1000000,0.3,50,172,2.0
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,2560,70,205,190,Tiny Mouse Pokémon,1000000,0.3,50,172,2.0
0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,2560,140,218,150,Star Shape Pokémon,800000,0.3,24.6,173,3.0
0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,2560,140,218,150,Star Shape Pokémon,800000,0.3,24.6,173,3.0
0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,2560,140,218,150,Star Shape Pokémon,800000,0.3,24.6,173,3.0
0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2560,70,210,170,Balloon Pokémon,800000,0.3,24.6,174,1.0
0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2560,70,210,170,Balloon Pokémon,800000,0.3,24.6,174,1.0
0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2560,70,210,170,Balloon Pokémon,800000,0.3,24.6,174,1.0
0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,2560,70,245,190,Spike Ball Pokémon,800000,0.3,88.1,175,1.5
0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,2560,70,245,190,Spike Ball Pokémon,800000,0.3,88.1,175,1.5
0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,2560,70,245,190,Spike Ball Pokémon,800000,0.3,88.1,175,1.5
0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,2560,70,405,75,Happiness Pokémon,800000,0.6,88.1,176,3.2
0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,2560,70,405,75,Happiness Pokémon,800000,0.6,88.1,176,3.2
0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,2560,70,405,75,Happiness Pokémon,800000,0.6,88.1,176,3.2
1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,320,190,Little Bird Pokémon,1000000,0.2,50,177,2.0
1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,320,190,Little Bird Pokémon,1000000,0.2,50,177,2.0
1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,320,190,Little Bird Pokémon,1000000,0.2,50,177,2.0
1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,470,75,Mystic Pokémon,1000000,1.5,50,178,15.0
1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,470,75,Mystic Pokémon,1000000,1.5,50,178,15.0
1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,470,75,Mystic Pokémon,1000000,1.5,50,178,15.0
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,280,235,Wool Pokémon,1059860,0.6,50,179,7.8
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,280,235,Wool Pokémon,1059860,0.6,50,179,7.8
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,365,120,Wool Pokémon,1059860,0.8,50,180,13.3
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,365,120,Wool Pokémon,1059860,0.8,50,180,13.3
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,610,45,Light Pokémon,1059860,1.4,50,181,61.5
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,610,45,Light Pokémon,1059860,1.4,50,181,61.5
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,490,45,Flower Pokémon,1059860,0.4,50,182,5.8
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,490,45,Flower Pokémon,1059860,0.4,50,182,5.8
0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,2560,70,250,190,Aquamouse Pokémon,800000,0.4,50,183,8.5
0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,2560,70,250,190,Aquamouse Pokémon,800000,0.4,50,183,8.5
0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,2560,70,250,190,Aquamouse Pokémon,800000,0.4,50,183,8.5
0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,2560,70,420,75,Aquarabbit Pokémon,800000,0.8,50,184,28.5
0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,2560,70,420,75,Aquarabbit Pokémon,800000,0.8,50,184,28.5
0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,2560,70,420,75,Aquarabbit Pokémon,800000,0.8,50,184,28.5
1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,410,65,Imitation Pokémon,1000000,1.2,50,185,38.0
1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,410,65,Imitation Pokémon,1000000,1.2,50,185,38.0
1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,410,65,Imitation Pokémon,1000000,1.2,50,185,38.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,500,45,Frog Pokémon,1059860,1.1,50,186,33.9
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,500,45,Frog Pokémon,1059860,1.1,50,186,33.9
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,500,45,Frog Pokémon,1059860,1.1,50,186,33.9
1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,250,255,Cottonweed Pokémon,1059860,0.4,50,187,0.5
1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,250,255,Cottonweed Pokémon,1059860,0.4,50,187,0.5
1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,250,255,Cottonweed Pokémon,1059860,0.4,50,187,0.5
1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,340,120,Cottonweed Pokémon,1059860,0.6,50,188,1.0
1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,340,120,Cottonweed Pokémon,1059860,0.6,50,188,1.0
1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,340,120,Cottonweed Pokémon,1059860,0.6,50,188,1.0
1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,460,45,Cottonweed Pokémon,1059860,0.8,50,189,3.0
1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,460,45,Cottonweed Pokémon,1059860,0.8,50,189,3.0
1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,460,45,Cottonweed Pokémon,1059860,0.8,50,189,3.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,360,45,Long Tail Pokémon,800000,0.8,50,190,11.5
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,360,45,Long Tail Pokémon,800000,0.8,50,190,11.5
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,360,45,Long Tail Pokémon,800000,0.8,50,190,11.5
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,180,235,Seed Pokémon,1059860,0.3,50,191,1.8
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,180,235,Seed Pokémon,1059860,0.3,50,191,1.8
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,180,235,Seed Pokémon,1059860,0.3,50,191,1.8
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,425,120,Sun Pokémon,1059860,0.8,50,192,8.5
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,425,120,Sun Pokémon,1059860,0.8,50,192,8.5
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,425,120,Sun Pokémon,1059860,0.8,50,192,8.5
0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,5120,70,390,75,Clear Wing Pokémon,1000000,1.2,50,193,38.0
0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,5120,70,390,75,Clear Wing Pokémon,1000000,1.2,50,193,38.0
0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,5120,70,390,75,Clear Wing Pokémon,1000000,1.2,50,193,38.0
1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,210,255,Water Fish Pokémon,1000000,0.4,50,194,8.5
1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,210,255,Water Fish Pokémon,1000000,0.4,50,194,8.5
1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,210,255,Water Fish Pokémon,1000000,0.4,50,194,8.5
1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,430,90,Water Fish Pokémon,1000000,1.4,50,195,75.0
1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,430,90,Water Fish Pokémon,1000000,1.4,50,195,75.0
1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,430,90,Water Fish Pokémon,1000000,1.4,50,195,75.0
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,8960,70,525,45,Sun Pokémon,1000000,0.9,88.1,196,26.5
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,8960,70,525,45,Sun Pokémon,1000000,0.9,88.1,196,26.5
2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,8960,35,525,45,Moonlight Pokémon,1000000,1.0,88.1,197,27.0
2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,8960,35,525,45,Moonlight Pokémon,1000000,1.0,88.1,197,27.0
1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,405,30,Darkness Pokémon,1059860,0.5,50,198,2.1
1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,405,30,Darkness Pokémon,1059860,0.5,50,198,2.1
1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,405,30,Darkness Pokémon,1059860,0.5,50,198,2.1
2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,490,70,Royal Pokémon,1000000,2.0,50,199,79.5
2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,490,70,Royal Pokémon,1000000,2.0,50,199,79.5
2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,490,70,Royal Pokémon,1000000,2.0,50,199,79.5
0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,435,45,Screech Pokémon,800000,0.7,50,200,1.0
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,10240,70,336,225,Symbol Pokémon,1000000,0.5,,201,5.0
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,405,45,Patient Pokémon,1000000,1.3,50,202,28.5
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,405,45,Patient Pokémon,1000000,1.3,50,202,28.5
2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,5120,70,455,60,Long Neck Pokémon,1000000,1.5,50,203,41.5
2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,5120,70,455,60,Long Neck Pokémon,1000000,1.5,50,203,41.5
2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,5120,70,455,60,Long Neck Pokémon,1000000,1.5,50,203,41.5
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,5120,70,290,190,Bagworm Pokémon,1000000,0.6,50,204,7.2
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,5120,70,290,190,Bagworm Pokémon,1000000,0.6,50,204,7.2
0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,5120,70,465,75,Bagworm Pokémon,1000000,1.2,50,205,125.8
0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,5120,70,465,75,Bagworm Pokémon,1000000,1.2,50,205,125.8
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,415,190,Land Snake Pokémon,1000000,1.5,50,206,14.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,415,190,Land Snake Pokémon,1000000,1.5,50,206,14.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,415,190,Land Snake Pokémon,1000000,1.5,50,206,14.0
0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,5120,70,430,60,Flyscorpion Pokémon,1059860,1.1,50,207,64.8
0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,5120,70,430,60,Flyscorpion Pokémon,1059860,1.1,50,207,64.8
0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,5120,70,430,60,Flyscorpion Pokémon,1059860,1.1,50,207,64.8
0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,6400,70,610,25,Iron Snake Pokémon,1000000,9.2,50,208,400.0
0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,6400,70,610,25,Iron Snake Pokémon,1000000,9.2,50,208,400.0
0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,6400,70,610,25,Iron Snake Pokémon,1000000,9.2,50,208,400.0
0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,300,190,Fairy Pokémon,800000,0.6,24.6,209,7.8
0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,300,190,Fairy Pokémon,800000,0.6,24.6,209,7.8
0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,300,190,Fairy Pokémon,800000,0.6,24.6,209,7.8
0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,450,75,Fairy Pokémon,800000,1.4,24.6,210,48.7
0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,450,75,Fairy Pokémon,800000,1.4,24.6,210,48.7
0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,450,75,Fairy Pokémon,800000,1.4,24.6,210,48.7
0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,440,45,Balloon Pokémon,1000000,0.5,50,211,3.9
0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,440,45,Balloon Pokémon,1000000,0.5,50,211,3.9
0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,440,45,Balloon Pokémon,1000000,0.5,50,211,3.9
0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,6400,70,600,25,Pincer Pokémon,1000000,1.8,50,212,118.0
0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,6400,70,600,25,Pincer Pokémon,1000000,1.8,50,212,118.0
0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,6400,70,600,25,Pincer Pokémon,1000000,1.8,50,212,118.0
1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,505,190,Mold Pokémon,1059860,0.6,50,213,20.5
1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,505,190,Mold Pokémon,1059860,0.6,50,213,20.5
1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,505,190,Mold Pokémon,1059860,0.6,50,213,20.5
0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,6400,70,600,45,Singlehorn Pokémon,1250000,1.5,50,214,54.0
0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,6400,70,600,45,Singlehorn Pokémon,1250000,1.5,50,214,54.0
0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,6400,70,600,45,Singlehorn Pokémon,1250000,1.5,50,214,54.0
2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,5120,35,430,60,Sharp Claw Pokémon,1059860,0.9,50,215,28.0
2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,5120,35,430,60,Sharp Claw Pokémon,1059860,0.9,50,215,28.0
2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,5120,35,430,60,Sharp Claw Pokémon,1059860,0.9,50,215,28.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,330,120,Little Bear Pokémon,1000000,0.6,50,216,8.8
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,330,120,Little Bear Pokémon,1000000,0.6,50,216,8.8
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,330,120,Little Bear Pokémon,1000000,0.6,50,216,8.8
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,500,60,Hibernator Pokémon,1000000,1.8,50,217,125.8
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,500,60,Hibernator Pokémon,1000000,1.8,50,217,125.8
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,500,60,Hibernator Pokémon,1000000,1.8,50,217,125.8
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,250,190,Lava Pokémon,1000000,0.7,50,218,35.0
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,250,190,Lava Pokémon,1000000,0.7,50,218,35.0
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,250,190,Lava Pokémon,1000000,0.7,50,218,35.0
0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,5120,70,430,75,Lava Pokémon,1000000,0.8,50,219,55.0
0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,5120,70,430,75,Lava Pokémon,1000000,0.8,50,219,55.0
0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,5120,70,430,75,Lava Pokémon,1000000,0.8,50,219,55.0
1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,250,225,Pig Pokémon,1250000,0.4,50,220,6.5
1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,250,225,Pig Pokémon,1250000,0.4,50,220,6.5
1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,250,225,Pig Pokémon,1250000,0.4,50,220,6.5
1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,450,75,Swine Pokémon,1250000,1.1,50,221,55.8
1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,450,75,Swine Pokémon,1250000,1.1,50,221,55.8
1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,450,75,Swine Pokémon,1250000,1.1,50,221,55.8
1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,5120,70,410,60,Coral Pokémon,800000,0.6,24.6,222,5.0
1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,5120,70,410,60,Coral Pokémon,800000,0.6,24.6,222,5.0
1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,5120,70,410,60,Coral Pokémon,800000,0.6,24.6,222,5.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,300,190,Jet Pokémon,1000000,0.6,50,223,12.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,300,190,Jet Pokémon,1000000,0.6,50,223,12.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,300,190,Jet Pokémon,1000000,0.6,50,223,12.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,480,75,Jet Pokémon,1000000,0.9,50,224,28.5
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,480,75,Jet Pokémon,1000000,0.9,50,224,28.5
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,480,75,Jet Pokémon,1000000,0.9,50,224,28.5
0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,5120,70,330,45,Delivery Pokémon,800000,0.9,50,225,16.0
0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,5120,70,330,45,Delivery Pokémon,800000,0.9,50,225,16.0
0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,5120,70,330,45,Delivery Pokémon,800000,0.9,50,225,16.0
0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,6400,70,485,25,Kite Pokémon,1250000,2.1,50,226,220.0
0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,6400,70,485,25,Kite Pokémon,1250000,2.1,50,226,220.0
0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,6400,70,485,25,Kite Pokémon,1250000,2.1,50,226,220.0
0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,6400,70,465,25,Armor Bird Pokémon,1250000,1.7,50,227,50.5
0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,6400,70,465,25,Armor Bird Pokémon,1250000,1.7,50,227,50.5
0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,6400,70,465,25,Armor Bird Pokémon,1250000,1.7,50,227,50.5
1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,5120,35,330,120,Dark Pokémon,1250000,0.6,50,228,10.8
1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,5120,35,330,120,Dark Pokémon,1250000,0.6,50,228,10.8
1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,5120,35,330,120,Dark Pokémon,1250000,0.6,50,228,10.8
1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,5120,35,600,45,Dark Pokémon,1250000,1.4,50,229,35.0
1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,5120,35,600,45,Dark Pokémon,1250000,1.4,50,229,35.0
1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,5120,35,600,45,Dark Pokémon,1250000,1.4,50,229,35.0
